asin,brand,category,currency,image_filename,image_url,name,price,product_id,rating,reviews,source,url
B0BQQS5GBQ,,primer,USD,prod_000943.jpg,https://m.media-amazon.com/images/I/619y+NpzrTL._AC_UL320_.jpg,"e.l.f. Power Grip Primer + 4% Niacinamide, Gel-Based & Hydrating Face Primer, Evens Skin & Brightens, Grips Makeup, Vegan & Cruelty-Free, 0.8 Fl Oz",,prod_000943,,4,amazon,https://www.amazon.com/l-f-Niacinamide-Gel-Based-Hydrating-Cruelty-Free/dp/B0BQQS5GBQ/ref=sr_1_2
B0CCYRX6X3,(S$0.61S$0.61/milliliter),primer,USD,prod_000944.jpg,https://m.media-amazon.com/images/I/61NzSiYxxCL._AC_UL320_.jpg,e.l.f. cosmetics Power Grip Primer 15ml / 24ml 24ml,$8.99,prod_000944,,4,amazon,https://www.amazon.com/l-f-cosmetics-Power-Grip-Primer/dp/B0CCYRX6X3/ref=sr_1_3
B07BCC3NN9,(S$17.24S$17.24/count),primer,USD,prod_000945.jpg,https://m.media-amazon.com/images/I/51bGUN-gEkL._AC_UL320_.jpg,"e.l.f. Mineral Infused Face Primer, Primer For A Smooth Foundation Base, Fills In Fine Lines & Refines Complexion, Vegan & Cruelty-free, Large",$17.24,prod_000945,,4,amazon,https://www.amazon.com/l-f-Mineral-Foundation-Complexion-Cruelty-free/dp/B07BCC3NN9/ref=sr_1_4
B08GR6FPZX,(S$0.63S$0.63/milliliter),primer,USD,prod_000946.jpg,https://m.media-amazon.com/images/I/716t3FoJNUL._AC_UL320_.jpg,L'Oreal Paris Age Perfect Face Blurring Primer Infused with Caring Serum Smoothes Liners and Pores,$18.53,prod_000946,,4,amazon,https://www.amazon.com/LOreal-Paris-Perfect-Blurring-Smoothes/dp/B08GR6FPZX/ref=sr_1_5
B0F3JC7MNS,(S$35.05S$35.05/milliliter),primer,USD,prod_000947.jpg,https://m.media-amazon.com/images/I/61dAjP6YsxL._AC_UL320_.jpg,"e.l.f. Power Grip Primer Jumbo, Gel-Based & Hydrating Face Primer for Smoothing Skin & Gripping Make-Up, Moisturises & Primes, 2.5 oz",$35.05,prod_000947,,",",amazon,https://www.amazon.com/l-f-Gel-Based-Hydrating-Smoothing-Moisturises/dp/B0F3JC7MNS/ref=sr_1_6
B07BHB7QBN,(S$21.57S$21.57/fluid ounce),primer,USD,prod_000948.jpg,https://m.media-amazon.com/images/I/71Wyp0mvvhL._AC_UL320_.jpg,"Maybelline New York Facestudio Master Prime Primer Makeup, Blur + Pore Minimize, 1 fl. oz.",$21.57,prod_000948,,4,amazon,https://www.amazon.com/Maybelline-Facestudio-Master-Primer-Minimize/dp/B07BHB7QBN/ref=sr_1_7
B0CKLP31MX,(S$0.72S$0.72/milliliter),primer,USD,prod_000949.jpg,https://m.media-amazon.com/images/I/51oDyRV5RWL._AC_UL320_.jpg,Insight Cosmetics 3in1 Oil Free Primer (Off white),$7.21,prod_000949,,4,amazon,https://www.amazon.com/Insight-Cosmetics-3in1-Primer-white/dp/B0CKLP31MX/ref=sr_1_8
B07NSH2B4D,(S$26.77S$26.77/ounce),primer,USD,prod_000950.jpg,https://m.media-amazon.com/images/I/610VLWJ0fzL._AC_UL320_.jpg,"e.l.f. Poreless Putty Primer, Silky, Skin-Perfecting, Lightweight, Long Lasting, Smooths, Hydrates, Minimizes Pores, Flawless Base, All-Day Wear, Flawless Finish, Ideal for All Skin Types, 0.74 Fl Oz",$19.84,prod_000950,,4,amazon,https://www.amazon.com/l-f-Poreless-Skin-Perfecting-Lightweight-Minimizes/dp/B07NSH2B4D/ref=sr_1_9
B09MHDDWT7,(S$0.68S$0.68/milliliter),primer,USD,prod_000951.jpg,https://m.media-amazon.com/images/I/61XX1uzP5aL._AC_UL320_.jpg,"NYX PROFESSIONAL MAKEUP Plump Right Back Plumping Serum & Primer, With Hyaluronic Acid, K3393300, 1.01 Fl Oz (Pack of 1)",$20.26,prod_000951,,4,amazon,https://www.amazon.com/NYX-PROFESSIONAL-MAKEUP-Hyaluronic-K3393300/dp/B09MHDDWT7/ref=sr_1_10
B0DHH8M8S1,(S$0.65S$0.65/gram),primer,USD,prod_000952.jpg,https://m.media-amazon.com/images/I/61eyK4960RL._AC_UL320_.jpg,"FLiCKA Silk Touch 3 in 1 Moisturizer and Primer for Face | Hydrating, Lightweight, Long-Lasting | Pore Minimizer | Dermatologically Tested | All Skin Types | Makeup Base | 60g | Cruelty-Free",$39.00,prod_000952,,3,amazon,https://www.amazon.com/FLiCKA-Moisturizer-Long-Lasting-Dermatologically-Cruelty-Free/dp/B0DHH8M8S1/ref=sr_1_11_mod_primary_new
B00PFCSED8,(S$16.37S$16.37/fluid ounce),primer,USD,prod_000953.jpg,https://m.media-amazon.com/images/I/71khhyD4jjL._AC_UL320_.jpg,"Maybelline Face Studio Master Prime Face Primer Makeup Base, Blur + Redness Control, 1 Count",$16.37,prod_000953,,4,amazon,https://www.amazon.com/Maybelline-Studio-Master-Redness-Control/dp/B00PFCSED8/ref=sr_1_12
B08M5D4ZG7,(S$41.22S$41.22/fluid ounce),primer,USD,prod_000954.jpg,https://m.media-amazon.com/images/I/51QroiUs28L._AC_UL320_.jpg,"NYX PROFESSIONAL MAKEUP Honeydew Me Up Face Primer, NEW Vegan Formula",$30.50,prod_000954,,4,amazon,https://www.amazon.com/NYX-PROFESSIONAL-MAKEUP-Honeydew-Formula/dp/B08M5D4ZG7/ref=sr_1_13
B0BZLMRCM5,(S$0.98S$0.98/gram),primer,USD,prod_000955.jpg,https://m.media-amazon.com/images/I/51BRwZtzDpL._AC_UL320_.jpg,Insight Cosmetics Prime 'n Perfect Hydrating Primer (10ml),$9.76,prod_000955,,10,amazon,https://www.amazon.com/Insight-Cosmetics-Hydrating-Primer-10ml/dp/B0BZLMRCM5/ref=sr_1_14
B0155N7L7Q,(S$0.61S$0.61/milliliter),primer,USD,prod_000956.jpg,https://m.media-amazon.com/images/I/61CUYHNF7kL._AC_UL320_.jpg,"wet n wild PhotoFocus, Matte Face Primer, 850 Partners in Prime, 0.84 fl oz (25 ml)",$15.46,prod_000956,,4,amazon,https://www.amazon.com/wet-wild-PhotoFocus-850-Partners/dp/B0155N7L7Q/ref=sr_1_15
B00JZ4V6V4,(S$37.70S$37.70/fl oz),primer,USD,prod_000957.jpg,https://m.media-amazon.com/images/I/514N8km4BsL._AC_UL320_.jpg,"e.l.f. Poreless Face Primer, Restoring Makeup Primer For A Flawless, Smooth Canvas, Infused With Tea Tree & Vitamin A, Vegan & Cruelty-Free, 47 Oz",$17.72,prod_000957,,4,amazon,https://www.amazon.com/l-f-Poreless-Restoring-Flawless-Cruelty-Free/dp/B00JZ4V6V4/ref=sr_1_16
B09BR1TYW6,Save 25% at checkoutShop items,primer,USD,prod_000958.jpg,https://m.media-amazon.com/images/I/41PY2c1xTiL._AC_UL320_.jpg,Maybelline Fit Me Matte Poreless Primer 30Ml,$20.10,prod_000958,,4,amazon,https://www.amazon.com/Maybelline-Matte-Poreless-Primer-30Ml/dp/B09BR1TYW6/ref=sr_1_17_sg_f3_0o_watso
B07YPKMC5W,,primer,USD,prod_000959.jpg,https://m.media-amazon.com/images/I/61mnHPtzDcL._AC_UL320_.jpg,"REVLON PhotoReady Prime Plus Face Makeup Primer, Brightening & Skin Tone Evening, 1 Oz",,prod_000959,,4,amazon,https://www.amazon.com/REVLON-PhotoReady-Makeup-Brightening-Evening/dp/B07YPKMC5W/ref=sr_1_18
B08MRYWTST,(S$19.26S$19.26/fluid ounce),primer,USD,prod_000960.jpg,https://m.media-amazon.com/images/I/71AlP0Pge3L._AC_UL320_.jpg,"Revlon Face Primer, PhotoReady Face Gloss Rose Glow, Face Makeup for All Skin Types, Hydrates, Illuminates & Moisturizes, Infused with Glycerin & Olive Oil Extract, 80% Water, 1 Fl Oz",$19.26,prod_000960,,4,amazon,https://www.amazon.com/PhotoReady-Hydrates-Illuminates-Moisturizes-Glycerin/dp/B08MRYWTST/ref=sr_1_19
B0F3NJ8PC5,(S$1.79S$1.79/milliliter(s)),primer,USD,prod_000961.jpg,https://m.media-amazon.com/images/I/51GbEOSON+L._AC_UL320_.jpg,"TOSOWOONG Cica Pore Primer, Face Primer, Pore Minimizer, Matte Finish Blurring Primer for Oily Skin, Sebum Control, Smooths Fine Lines & Wrinkles, Long-lasting Makeup, K Beauty, 20ml / 0.67 fl. oz.",$35.80,prod_000961,,3,amazon,https://www.amazon.com/TOSOWOONG-Minimizer-Blurring-Wrinkles-Long-lasting/dp/B0F3NJ8PC5/ref=sr_1_20
B08MRHLJ53,(S$23.73S$23.73/fluid ounce),primer,USD,prod_000962.jpg,https://m.media-amazon.com/images/I/61BMtDlRdAL._AC_UL320_.jpg,MARSH MELLOW primer 30 ml,$23.97,prod_000962,,4,amazon,https://www.amazon.com/MARSH-MELLOW-primer-30-ml/dp/B08MRHLJ53/ref=sr_1_21
B0746KYG4M,(S$12.45S$12.45/count),primer,USD,prod_000963.jpg,https://m.media-amazon.com/images/I/51N04K70sYL._AC_UL320_.jpg,Insight VOV Primer 3 In 1 Oil Free,$12.45,prod_000963,,4,amazon,https://www.amazon.com/Insight-VOV-Primer-Oil-Free/dp/B0746KYG4M/ref=sr_1_22
B00I9X3UKM,(S$0.36S$0.36/gram),primer,USD,prod_000964.jpg,https://m.media-amazon.com/images/I/61ub1YTWRvL._AC_UL320_.jpg,Rimmel Stay Matte Primer - 30ml,$15.32,prod_000964,,4,amazon,https://www.amazon.com/Rimmel-Stay-Matte-Primer-30ml/dp/B00I9X3UKM/ref=sr_1_23
B00H56KCUU,,primer,USD,prod_000965.jpg,https://m.media-amazon.com/images/I/515J7yndUTL._AC_UL320_.jpg,"Maybelline Baby Skin Instant Pore Eraser Primer Makeup, Clear, 1 Count",,prod_000965,,4,amazon,https://www.amazon.com/Maybelline-Instant-Eraser-Primer-Makeup/dp/B00H56KCUU/ref=sr_1_24
B0BQWYLTZX,(S$419.67S$419.67/ounce),primer,USD,prod_000966.jpg,https://m.media-amazon.com/images/I/61ecyLY9J+L._AC_UL320_.jpg,"wet n wild Megalast Eyeshadow Primer, lightweight formula, inflused with Vitamin E",$12.59,prod_000966,,4,amazon,https://www.amazon.com/wet-wild-Megalast-Eyeshadow-lightweight/dp/B0BQWYLTZX/ref=sr_1_25
B07YPPCN8Y,(S$16.01S$16.01/count),primer,USD,prod_000967.jpg,https://m.media-amazon.com/images/I/51ulP9ydsSL._AC_UL320_.jpg,Revlon PhotoReady Prime Plus Mattifying and Pore Reducing Primer,$16.01,prod_000967,,4,amazon,https://www.amazon.com/Revlon-PhotoReady-Mattifying-Reducing-Primer/dp/B07YPPCN8Y/ref=sr_1_26
B079C1B8QZ,(S$18.88S$18.88/fluid ounce),primer,USD,prod_000968.jpg,https://m.media-amazon.com/images/I/51uiN0PlW8L._AC_UL320_.jpg,"e.l.f, Poreless Face Primer - Large, Silky, Skin-Perfecting, Lightweight, Long Lasting, Absorbs Quickly, Smooths, Preps, Creates Flawless Base, Infused with Tea Tree and Vitamins A & E, 1.01 Fl Oz",$19.07,prod_000968,,4,amazon,https://www.amazon.com/l-f-Poreless-Face-Primer-Skin-Perfecting/dp/B079C1B8QZ/ref=sr_1_27
B07SB2LG6S,(S$3.85S$3.85/fluid ounce),primer,USD,prod_000969.jpg,https://m.media-amazon.com/images/I/61c5qo76ATL._AC_UL320_.jpg,"NYX PROFESSIONAL MAKEUP Bare With Me Multitasking Face Primer & Makeup Setting Spray, Hydrating Face Mist for up to 8HR Wear, Long-Lasting, Vegan Formula",$16.91,prod_000969,,",",amazon,https://www.amazon.com/NYX-PROFESSIONAL-MAKEUP-Multitasking-Long-Lasting/dp/B07SB2LG6S/ref=sr_1_28
B01GT8JSH2,(S$16.87S$16.87/count),primer,USD,prod_000970.jpg,https://m.media-amazon.com/images/I/41cfnEcVZSL._AC_UL320_.jpg,LAKMÉ Absolute Blur Perfect Primer - 30 ml (make up primer),$16.87,prod_000970,,4,amazon,https://www.amazon.com/LAKM%C3%89-Absolute-Blur-Perfect-Primer/dp/B01GT8JSH2/ref=sr_1_29_mod_primary_new
B0027WPJRI,(S$38.79S$38.79/ounce),primer,USD,prod_000971.jpg,https://m.media-amazon.com/images/I/51Dp7JM9TsL._AC_UL320_.jpg,"DHC Velvet Skin Coat, Mattifying Makeup Primer, Powder-Gel Formula, Minimizes look of pores, fine lines, and Imperfections, All skin types, Fragrance and Colorant Free, 0.52 oz. Net wt",$20.17,prod_000971,,4,amazon,https://www.amazon.com/DHC-Mattifying-Powder-Gel-Minimizes-Imperfections/dp/B0027WPJRI/ref=sr_1_30
B07HM8598M,(S$10.35S$10.35/count),primer,USD,prod_000972.jpg,https://m.media-amazon.com/images/I/61ynAcOL09L._AC_UL320_.jpg,"Maybelline Baby Skin Instant Pore Eraser Primer, Clear, 2 Count",$20.69,prod_000972,,4,amazon,https://www.amazon.com/Maybelline-Instant-Eraser-Primer-Clear/dp/B07HM8598M/ref=sr_1_31
B07ZVXRN1F,(S$21.98S$21.98/fluid ounce),primer,USD,prod_000973.jpg,https://m.media-amazon.com/images/I/51NHJKJl0qL._AC_UL320_.jpg,"e.l.f. Poreless Face Primer, Travel Size, 0.47 Fl Oz",$11.21,prod_000973,,4,amazon,https://www.amazon.com/l-f-Poreless-Face-Primer-Travel/dp/B07ZVXRN1F/ref=sr_1_32
B07QBRXW8S,(S$15.42S$15.42/fluid ounce),primer,USD,prod_000974.jpg,https://m.media-amazon.com/images/I/514US+Ywz6L._AC_UL320_.jpg,"COVERGIRL TruBlend Base Skin Primer, Moisturizing",$15.42,prod_000974,,4,amazon,https://www.amazon.com/COVERGIRL-TruBlend-Base-Primer-Moisturizing/dp/B07QBRXW8S/ref=sr_1_33
B0BFYMT89C,(S$1.04S$1.04/milliliter),primer,USD,prod_000975.jpg,https://m.media-amazon.com/images/I/71xtdPdEhPL._AC_UL320_.jpg,"L’Oréal Paris Prime Lab Up to 24H Pore Minimizer Face Primer Infused with AHA, LHA, BHA Complex to Smooth and Extend Makeup Wear, 1.01 Fl Oz",$31.02,prod_000975,,4,amazon,https://www.amazon.com/LOr%C3%A9al-Paris-Minimizer-Infused-Complex/dp/B0BFYMT89C/ref=sr_1_34
B0CCH14141,(S$0.50S$0.50/milliliter),primer,USD,prod_000976.jpg,https://m.media-amazon.com/images/I/51M67OGarQL._AC_UL320_.jpg,PRETTYSKIN Pore Silk Makeup Primer for Face – 40ml | Lightweight & Non-Greasy Formula | Helps Cover Pores and Uneven Texture | Smooth Matte Finish | Korean Primer with Titanium Dioxide (Blur Primer),$19.90,prod_000976,,5,amazon,https://www.amazon.com/PRETTYSKIN-Pore-Silk-Makeup-Primer/dp/B0CCH14141/ref=sr_1_35
B0814SFKG9,(S$24.66S$24.66/fluid ounce),primer,USD,prod_000977.jpg,https://m.media-amazon.com/images/I/61vqClAwtVL._AC_UL320_.jpg,"Neutrogena Hydro Boost Glow Booster Primer & Serum, Hydrating & Moisturizing Face Serum-to-Primer Hybrid, Infused with Purified Hyaluronic Acid & Designed to Instantly Hydrate, 1.0 fl. oz",$24.66,prod_000977,,",",amazon,https://www.amazon.com/Neutrogena-Hydrating-Moisturizing-Hyaluronic-Instantly/dp/B0814SFKG9/ref=sr_1_36
B0BNGHCLSL,(S$0.56S$0.56/milliliter),primer,USD,prod_000978.jpg,https://m.media-amazon.com/images/I/51AevK2AAcL._AC_UL320_.jpg,MARS Glow O' Clock Gel Primer for Face Makeup | Enriched with Green Tea Extracts | Dewy Primer | Long Lasting | Power Grip | Ideal for Dry Skin (30ml),$16.71,prod_000978,,4,amazon,https://www.amazon.com/MARS-Primer-Enriched-Extracts-Lasting/dp/B0BNGHCLSL/ref=sr_1_37
B0CN8FQHJG,,primer,USD,prod_000979.jpg,https://m.media-amazon.com/images/I/41TYfXuv+yL._AC_UL320_.jpg,[tfit] Delicate Silk Veil Art Primer 30ml,,prod_000979,,4,amazon,https://www.amazon.com/tfit-Delicate-Silk-Veil-Primer/dp/B0CN8FQHJG/ref=sr_1_38
B07SB2J1QP,(S$15.89S$15.89/ounce),primer,USD,prod_000980.jpg,https://m.media-amazon.com/images/I/418sEeY1Q3L._AC_UL320_.jpg,BARE WITH ME hydrating jelly primer 40 gr,$22.40,prod_000980,,40,amazon,https://www.amazon.com/BARE-ME-hydrating-jelly-primer/dp/B07SB2J1QP/ref=sr_1_39
B0CLCQ3M2W,(S$0.63S$0.63/gram),primer,USD,prod_000981.jpg,https://m.media-amazon.com/images/I/51KUNjR83QL._AC_UL320_.jpg,"Pilgrim Glow Primer Lightweight Gel Based Velvety Matte Finish, Blurs Pores, Vit C+E Infused",$18.77,prod_000981,,4,amazon,https://www.amazon.com/Pilgrim-Primer-Lightweight-Velvety-Infused/dp/B0CLCQ3M2W/ref=sr_1_40
B003FKSVMG,(S$27.70S$27.70/fluid ounce),primer,USD,prod_000982.jpg,https://m.media-amazon.com/images/I/61dYvarCIdL._AC_UL320_.jpg,"COVERGIRL Simply Ageless Makeup Primer, 1 Fl Oz, Pack of 1",$27.70,prod_000982,,4,amazon,https://www.amazon.com/COVERGIRL-Simply-Ageless-Makeup-Primer/dp/B003FKSVMG/ref=sr_1_41_mod_primary_new
B004RC4S3M,,primer,USD,prod_000983.jpg,https://m.media-amazon.com/images/I/71VpEpEfDFL._AC_UL320_.jpg,"NYX PROFESSIONAL MAKEUP Studio Perfect Primer, Vegan Face Primer - Clear",,prod_000983,,4,amazon,https://www.amazon.com/NYX-PROFESSIONAL-MAKEUP-Studio-Perfect/dp/B004RC4S3M/ref=sr_1_42
B00ACOE03W,(S$1.06S$1.06/milliliter),primer,USD,prod_000984.jpg,https://m.media-amazon.com/images/I/51NtUjBR7NL._AC_UL320_.jpg,"e.l.f. Tone Adjusting Face Primer, Makeup Primer For Neutralizing Uneven Skin Tones & Redness, Grips Makeup To Last, Vegan & Cruelty-free, Small",$14.76,prod_000984,,4,amazon,https://www.amazon.com/l-f-Adjusting-Neutralizing-Redness-Cruelty-free/dp/B00ACOE03W/ref=sr_1_43
B005O54SVS,(S$62.66S$62.66/fluid ounce),primer,USD,prod_000985.jpg,https://m.media-amazon.com/images/I/61Pf4nE1jSL._AC_UL320_.jpg,"Smashbox Photo Finish Foundation Primer for Women, Transparent, 1 Fl Oz (Pack of 1)",$62.66,prod_000985,,4,amazon,https://www.amazon.com/Smashbox-Finish-Foundation-Primer-Transparent/dp/B005O54SVS/ref=sr_1_44
B0FCF2Q4FC,(S$1.79S$1.79/milliliter(s)),primer,USD,prod_000986.jpg,https://m.media-amazon.com/images/I/510CaNTSJ0L._AC_UL320_.jpg,"Zero Primer, K Beauty Face Primer with Pore Minimizer, Oil & Shine Control, Matte Blurring Finish, Smooths Fine Lines & Wrinkles, Long-Lasting Makeup for Oily Skin, 20ml / 0.67 fl. oz",$35.80,prod_000986,,4,amazon,https://www.amazon.com/delyvely-Minimizer-Blurring-Wrinkles-Long-Lasting/dp/B0FCF2Q4FC/ref=sr_1_45
B018JDMD4K,(S$73.49S$73.49/fluid ounce),primer,USD,prod_000987.jpg,https://m.media-amazon.com/images/I/61CsbzyBctL._AC_UL320_.jpg,"Elizabeth Mott Thank Me Later Eye Primer - Makeup Eyeshadow Base to Prevent Oily Lids and Creasing - Clear Waterproof Shadow Base for Long-Lasting Eye Makeup, 10 g Clear Eye Primer",$25.72,prod_000987,,4,amazon,https://www.amazon.com/Elizabeth-Mott-Thank-Later-Primer/dp/B018JDMD4K/ref=sr_1_46
B08RSBQFWN,,primer,USD,prod_000988.jpg,https://m.media-amazon.com/images/I/71Ea90FDx6L._AC_UL320_.jpg,"wet n wild Prime Focus Glass Skin Correct Primer, Bright Crystal Finish, Yellow",,prod_000988,,4,amazon,https://www.amazon.com/wet-wild-Correct-Primer-Crystal/dp/B08RSBQFWN/ref=sr_1_47
B01DPA6OHO,(S$73.42S$73.42/fluid ounce),primer,USD,prod_000989.jpg,https://m.media-amazon.com/images/I/61YRqntaCqL._AC_UL320_.jpg,"L’Oréal Paris Makeup Voluminous Lash Boosting Conditioning Primer Mascara, White Primer, 0.24 fl; oz.",$17.62,prod_000989,,4,amazon,https://www.amazon.com/Paris-Voluminous-Boosting-Conditioning-Mascara/dp/B01DPA6OHO/ref=sr_1_48
B0CLCQ3M2W,(S$0.63S$0.63/gram),primer,USD,prod_000990.jpg,https://m.media-amazon.com/images/I/51KUNjR83QL._AC_UL320_.jpg,"Pilgrim Glow Primer Lightweight Gel Based Velvety Matte Finish, Blurs Pores, Vit C+E Infused",$18.77,prod_000990,,4,amazon,https://www.amazon.com/dp/B0CLCQ3M2W
B0F3NJ8PC5,(S$1.79S$1.79/milliliter(s)),primer,USD,prod_000991.jpg,https://m.media-amazon.com/images/I/51GbEOSON+L._AC_UL320_.jpg,"TOSOWOONG Cica Pore Primer, Face Primer, Pore Minimizer, Matte Finish Blurring Primer for Oily Skin, Sebum Control, Smooths Fine Lines & Wrinkles, Long-lasting Makeup, K Beauty, 20ml / 0.67 fl. oz.",$35.80,prod_000991,,3,amazon,https://www.amazon.com/dp/B0F3NJ8PC5
B0CCH3SZ76,(S$0.45S$0.45/milliliter),primer,USD,prod_000992.jpg,https://m.media-amazon.com/images/I/51gnulNDwUL._AC_UL320_.jpg,"PRETTYSKIN Professional Pore Makeup Primer for Face 40ml /1.40fl.oz. Long-Lasting, Non-Sticky for Pores, Fine Wrinkles Cover, Titanium Dioxide (Silk Primer)",$18.00,prod_000992,,5,amazon,https://www.amazon.com/dp/B0CCH3SZ76
B0DPT16QSM,(S$1.16S$1.16/gram),primer,USD,prod_000993.jpg,https://m.media-amazon.com/images/I/41K2s93axBL._AC_UL320_.jpg,madama hada Pearl Aqua UV Gel EX Japanese Makeup Primer 2-in-1 Waterproof UV Protection Pearl Extract for Brightening Non Greasy No White Cast Made in Japan,$58.00,prod_000993,,,amazon,https://www.amazon.com/dp/B0DPT16QSM
B09XMYFTB7,(S$0.73S$0.73/milliliter),primer,USD,prod_000994.jpg,https://m.media-amazon.com/images/I/61FfGNgMGsL._AC_UL320_.jpg,"e.l.f. Power Grip Primer, Gel-Based & Hydrating Face Primer For Smoothing Skin & Gripping Makeup, Moisturizes & Primes, 0.811 Fl Oz (24 ml)",$17.50,prod_000994,,",",amazon,https://www.amazon.com/l-f-Gel-Based-Hydrating-Smoothing-Moisturizes/dp/B09XMYFTB7/ref=sr_1_5
B0BQQS5GBQ,,primer,USD,prod_000995.jpg,https://m.media-amazon.com/images/I/619y+NpzrTL._AC_UL320_.jpg,"e.l.f. Power Grip Primer + 4% Niacinamide, Gel-Based & Hydrating Face Primer, Evens Skin & Brightens, Grips Makeup, Vegan & Cruelty-Free, 0.8 Fl Oz",,prod_000995,,4,amazon,https://www.amazon.com/l-f-Niacinamide-Gel-Based-Hydrating-Cruelty-Free/dp/B0BQQS5GBQ/ref=sr_1_6
B0CCYRX6X3,(S$0.61S$0.61/milliliter),primer,USD,prod_000996.jpg,https://m.media-amazon.com/images/I/61NzSiYxxCL._AC_UL320_.jpg,e.l.f. cosmetics Power Grip Primer 15ml / 24ml 24ml,$8.99,prod_000996,,4,amazon,https://www.amazon.com/l-f-cosmetics-Power-Grip-Primer/dp/B0CCYRX6X3/ref=sr_1_7
B07BCC3NN9,(S$17.24S$17.24/count),primer,USD,prod_000997.jpg,https://m.media-amazon.com/images/I/51bGUN-gEkL._AC_UL320_.jpg,"e.l.f. Mineral Infused Face Primer, Primer For A Smooth Foundation Base, Fills In Fine Lines & Refines Complexion, Vegan & Cruelty-free, Large",$17.24,prod_000997,,4,amazon,https://www.amazon.com/l-f-Mineral-Foundation-Complexion-Cruelty-free/dp/B07BCC3NN9/ref=sr_1_8
B08GR6FPZX,(S$0.63S$0.63/milliliter),primer,USD,prod_000998.jpg,https://m.media-amazon.com/images/I/716t3FoJNUL._AC_UL320_.jpg,L'Oreal Paris Age Perfect Face Blurring Primer Infused with Caring Serum Smoothes Liners and Pores,$18.53,prod_000998,,4,amazon,https://www.amazon.com/LOreal-Paris-Perfect-Blurring-Smoothes/dp/B08GR6FPZX/ref=sr_1_9
B0F3JC7MNS,(S$35.05S$35.05/milliliter),primer,USD,prod_000999.jpg,https://m.media-amazon.com/images/I/61dAjP6YsxL._AC_UL320_.jpg,"e.l.f. Power Grip Primer Jumbo, Gel-Based & Hydrating Face Primer for Smoothing Skin & Gripping Make-Up, Moisturises & Primes, 2.5 oz",$35.05,prod_000999,,",",amazon,https://www.amazon.com/l-f-Gel-Based-Hydrating-Smoothing-Moisturises/dp/B0F3JC7MNS/ref=sr_1_10
B07BHB7QBN,(S$21.57S$21.57/fluid ounce),primer,USD,prod_001000.jpg,https://m.media-amazon.com/images/I/71Wyp0mvvhL._AC_UL320_.jpg,"Maybelline New York Facestudio Master Prime Primer Makeup, Blur + Pore Minimize, 1 fl. oz.",$21.57,prod_001000,,4,amazon,https://www.amazon.com/Maybelline-Facestudio-Master-Primer-Minimize/dp/B07BHB7QBN/ref=sr_1_11
B0CKLP31MX,(S$0.72S$0.72/milliliter),primer,USD,prod_001001.jpg,https://m.media-amazon.com/images/I/51oDyRV5RWL._AC_UL320_.jpg,Insight Cosmetics 3in1 Oil Free Primer (Off white),$7.21,prod_001001,,4,amazon,https://www.amazon.com/Insight-Cosmetics-3in1-Primer-white/dp/B0CKLP31MX/ref=sr_1_12
B07NSH2B4D,(S$26.77S$26.77/ounce),primer,USD,prod_001002.jpg,https://m.media-amazon.com/images/I/610VLWJ0fzL._AC_UL320_.jpg,"e.l.f. Poreless Putty Primer, Silky, Skin-Perfecting, Lightweight, Long Lasting, Smooths, Hydrates, Minimizes Pores, Flawless Base, All-Day Wear, Flawless Finish, Ideal for All Skin Types, 0.74 Fl Oz",$19.84,prod_001002,,4,amazon,https://www.amazon.com/l-f-Poreless-Skin-Perfecting-Lightweight-Minimizes/dp/B07NSH2B4D/ref=sr_1_13
B09MHDDWT7,(S$0.68S$0.68/milliliter),primer,USD,prod_001003.jpg,https://m.media-amazon.com/images/I/61XX1uzP5aL._AC_UL320_.jpg,"NYX PROFESSIONAL MAKEUP Plump Right Back Plumping Serum & Primer, With Hyaluronic Acid, K3393300, 1.01 Fl Oz (Pack of 1)",$20.26,prod_001003,,4,amazon,https://www.amazon.com/NYX-PROFESSIONAL-MAKEUP-Hyaluronic-K3393300/dp/B09MHDDWT7/ref=sr_1_14
B0DHH8M8S1,(S$0.65S$0.65/gram),primer,USD,prod_001004.jpg,https://m.media-amazon.com/images/I/61eyK4960RL._AC_UL320_.jpg,"FLiCKA Silk Touch 3 in 1 Moisturizer and Primer for Face | Hydrating, Lightweight, Long-Lasting | Pore Minimizer | Dermatologically Tested | All Skin Types | Makeup Base | 60g | Cruelty-Free",$39.00,prod_001004,,3,amazon,https://www.amazon.com/FLiCKA-Moisturizer-Long-Lasting-Dermatologically-Cruelty-Free/dp/B0DHH8M8S1/ref=sr_1_15_mod_primary_new
B00PFCSED8,(S$16.37S$16.37/fluid ounce),primer,USD,prod_001005.jpg,https://m.media-amazon.com/images/I/71khhyD4jjL._AC_UL320_.jpg,"Maybelline Face Studio Master Prime Face Primer Makeup Base, Blur + Redness Control, 1 Count",$16.37,prod_001005,,4,amazon,https://www.amazon.com/Maybelline-Studio-Master-Redness-Control/dp/B00PFCSED8/ref=sr_1_16
B08M5D4ZG7,(S$41.22S$41.22/fluid ounce),primer,USD,prod_001006.jpg,https://m.media-amazon.com/images/I/51QroiUs28L._AC_UL320_.jpg,"NYX PROFESSIONAL MAKEUP Honeydew Me Up Face Primer, NEW Vegan Formula",$30.50,prod_001006,,4,amazon,https://www.amazon.com/NYX-PROFESSIONAL-MAKEUP-Honeydew-Formula/dp/B08M5D4ZG7/ref=sr_1_17
